pos	x	lambda
59658	167	181.08609271523179
59661	162	181.7086092715232
59663	162	182.13245033112582
59665	161	182.6225165562914
59673	167	184.23841059602648
59678	191	185.33112582781456
59683	188	186.56291390728478
59685	190	187.0662251655629
59688	186	187.74834437086093
59690	188	188.158940397351
59751	203	188.27814569536423
59754	203	187.3774834437086
59757	203	186.5430463576159
59760	205	185.7019867549669
59769	208	184.6158940397351
59775	202	184.9271523178808
59777	199	185.09271523178808
59794	182	185.05298013245033
59801	152	185.33112582781456
59809	142	186.09933774834437
59815	145	186.8476821192053
59819	140	187.50331125827816
59824	127	188.47019867549668
59835	149	190.6225165562914
59837	167	190.98013245033113
59841	171	191.7019867549669
59843	167	192.03311258278146
59861	204	194.52317880794703
59864	205	194.79470198675497
59884	231	196.19205298013244
59887	232	196.3708609271523
59895	235	196.08609271523179
60001	141	176.94701986754967
60003	142	177.3841059602649
60006	140	178.18543046357615
60008	146	178.74172185430464
60045	217	199.9205298013245
60085	255	226.94701986754967
60088	252	228.03311258278146
60105	268	236.49006622516555
60107	267	237.57615894039736
60116	249	242.3112582781457
60119	245	244.16556291390728
60126	241	249.03311258278146
60141	225	256.4503311258278
60143	230	257.4569536423841
60151	184	261.7748344370861
60153	183	262.9801324503311
60158	173	265.80132450331126
60182	270	278.9337748344371
60184	272	279.88079470198676
60192	295	284.0132450331126
60205	324	289.7086092715232
60213	325	292.10596026490066
60216	330	292.8543046357616
60221	334	292.82781456953643
60228	342	294.05960264900665
60238	345	298.112582781457
60278	304	293.887417218543
60299	219	293.3377483443709
60307	240	292.6754966887417
60309	247	292.5496688741722
60311	256	292.33112582781456
60321	238	290.9006622516556
60327	264	290.44370860927154
60329	271	290.3112582781457
60340	240	289.82781456953643
60348	264	291.5496688741722
60369	336	303.72847682119203
60380	330	312.8079470198675
60401	334	332.36423841059604
60404	327	335.05298013245033
60420	356	354.6158940397351
60424	366	361.4039735099338
60428	375	367.6887417218543
60432	370	373.57615894039736
60434	372	376.42384105960264
60437	366	380.50331125827813
60450	336	399.4701986754967
60455	350	407.18543046357615
60457	365	410.1523178807947
60461	361	415.80132450331126
60471	419	430.7615894039735
60480	398	443.82781456953643
60511	521	477.55629139072846
60518	556	482.9072847682119
60527	559	490.2384105960265
60530	557	492.6423841059603
60532	551	493.5298013245033
60546	555	499.0066225165563
60560	548	499.10596026490066
60585	510	502.66887417218544
60599	467	504.2317880794702
60614	430	505.3377483443709
60621	444	506.1456953642384
60625	431	506.5827814569536
60640	439	508.2913907284768
60648	527	510.4701986754967
60650	545	510.9205298013245
60654	557	512.0993377483444
60659	565	513.3973509933775
60668	564	513.225165562914
60671	567	513.4039735099337
60674	563	512.2649006622516
60683	564	506.5827814569536
60692	559	498.841059602649
60715	556	476.5165562913907
60755	367	412.49668874172187
60770	261	395.86092715231786
60773	248	392.86092715231786
60775	248	390.9139072847682
60782	290	385.42384105960264
60802	274	375.21854304635764
60806	287	373.3046357615894
60814	328	369.80132450331126
60829	357	372.3112582781457
60864	477	401.3112582781457
60875	482	408.6291390728477
60883	469	415.02649006622516
60895	463	423.9867549668874
60910	463	437.6092715231788
60920	429	442.72847682119203
60923	429	444.0927152317881
60926	417	445.4503311258278
60944	362	448.70198675496687
60947	362	448.8543046357616
60951	377	448.65562913907286
60956	411	448.2317880794702
60959	402	448.0331125827815
60971	463	447.0
60980	489	444.158940397351
60988	489	439.2119205298013
60990	489	437.3112582781457
60999	493	426.17218543046357
61001	493	422.94039735099335
61010	491	410.6754966887417
61301	343	298.97350993377484
61338	465	396.2317880794702
61351	464	420.27814569536423
61363	468	443.0198675496689
61366	471	448.5165562913907
61369	471	454.0066225165563
61376	475	466.70198675496687
61383	487	478.0198675496689
61386	490	482.0662251655629
61406	376	506.6953642384106
61413	441	513.7549668874173
61416	441	516.8278145695364
61420	468	520.933774834437
61425	499	526.0397350993378
61447	589	544.1986754966888
61449	606	544.2317880794702
61456	589	543.3907284768212
61466	614	539.7019867549669
61468	614	538.7152317880794
61476	621	534.6556291390729
61527	467	478.6887417218543
61530	465	474.96026490066225
61534	454	470.6423841059603
61538	414	467.34437086092714
61544	408	463.25165562913907
61548	396	460.66887417218544
61552	393	458.0066225165563
61556	360	455.3841059602649
61558	361	454.158940397351
61561	352	452.41059602649005
61570	297	446.6158940397351
61583	307	439.3841059602649
61585	312	438.36423841059604
61587	324	437.41059602649005
61589	341	436.55629139072846
61592	342	435.35099337748346
61594	346	434.5960264900662
61600	388	434.158940397351
61604	411	435.47682119205297
61619	513	443.4701986754967
61632	523	453.9337748344371
61635	526	456.4635761589404
61638	520	458.56953642384104
61641	512	458.6622516556291
61660	528	466.2251655629139
61666	526	469.5364238410596
61673	516	473.2384105960265
61681	513	478.3774834437086
61684	518	479.8675496688742
61688	521	482.05960264900665
61727	330	510.72847682119203
61731	313	514.774834437086
61755	491	540.0066225165563
61768	553	552.384105960265
61772	581	556.1854304635762
61774	592	558.0264900662252
61784	652	565.774834437086
61786	658	567.2516556291391
61803	684	587.2384105960265
61812	684	594.0860927152318
61820	685	595.3576158940398
61822	683	594.7086092715232
61829	674	590.4304635761589
61832	655	588.0860927152318
61840	668	580.8476821192053
61848	660	571.7549668874173
61861	599	551.5099337748344
61876	514	522.6556291390729
61879	498	516.2980132450331
61881	485	511.73509933774835
61887	427	498.49668874172187
61889	433	494.0662251655629
61891	436	489.65562913907286
61902	406	465.0198675496689
61905	379	458.3576158940397
61915	404	436.28476821192055
61917	404	431.6953642384106
61920	391	424.66887417218544
61932	391	396.841059602649
61946	378	365.2450331125828
61949	378	359.2450331125828
61952	370	352.9801324503311
61962	351	335.72847682119203
61964	347	333.112582781457
61969	352	327.6158940397351
61976	335	322.7748344370861
61981	333	319.5827814569536
61991	322	316.81456953642385
61997	311	316.0132450331126
62012	226	316.112582781457
62024	207	321.79470198675494
62026	202	323.04635761589407
62044	275	338.5629139072848
62047	300	341.2582781456954
62049	305	343.2119205298013
62053	310	347.6026490066225
62062	349	359.05298013245033
62069	378	369.65562913907286
62071	372	372.88079470198676
62073	372	376.0794701986755
62077	373	382.6225165562914
62107	485	443.3576158940397
62113	483	455.55629139072846
62126	500	475.317880794702
62143	553	487.82781456953643
62163	530	489.887417218543
62165	529	489.44370860927154
62168	534	488.55629139072846
62172	531	486.8344370860927
62178	541	482.6092715231788
62180	539	480.80132450331126
62185	528	475.8344370860927
62188	525	472.8079470198675
62205	458	454.05298013245033
62209	438	449.6026490066225
62213	434	444.72847682119203
62215	437	442.0
62218	423	437.8211920529801
62220	421	435.19867549668874
62223	415	431.29801324503313
62240	391	408.2317880794702
62242	392	405.66887417218544
62247	385	398.4039735099338
62255	338	386.42384105960264
62263	337	373.63576158940396
62270	312	362.44370860927154
62273	327	357.82781456953643
62275	327	354.8476821192053
62281	344	346.9006622516556
62301	336	325.4370860927152
62303	327	323.887417218543
62306	331	321.2251655629139
62320	313	306.682119205298
62327	308	299.1456953642384
62352	270	275.3046357615894
62354	272	273.317880794702
62356	271	271.18543046357615
62403	212	212.74834437086093
62405	207	210.68211920529802
62428	173	192.6225165562914
62431	174	190.56291390728478
62434	175	188.4569536423841
62444	166	181.33112582781456
62448	170	178.5430463576159
62454	135	174.5562913907285
62457	122	172.72185430463577
62466	114	167.90066225165563
62475	152	163.80794701986756
62483	156	160.88741721854305
62492	167	158.50331125827816
62502	171	156.13245033112582
62512	164	151.81456953642385
62815	389	319.21854304635764
62846	406	345.33112582781456
62861	379	355.28476821192055
62865	374	358.36423841059604
62882	295	371.9072847682119
62894	244	380.52317880794703
62898	271	383.0662251655629
62901	278	384.79470198675494
62906	311	388.1456953642384
62910	317	390.7880794701987
62913	321	392.79470198675494
62916	327	394.9205298013245
62926	396	401.2251655629139
62928	396	402.57615894039736
62933	423	405.682119205298
62938	443	408.10596026490066
62944	480	409.94039735099335
62948	484	411.19867549668874
62959	497	415.2450331125828
62964	494	417.9867549668874
63019	407	423.05298013245033
63042	325	438.9337748344371
63051	312	447.3774834437086
63053	312	449.3576158940397
63063	275	458.29801324503313
63065	279	460.02649006622516
63073	332	467.0993377483444
63079	397	472.56953642384104
63097	566	492.56953642384104
63148	633	528.841059602649
63165	617	514.4569536423841
63177	576	493.56953642384104
63180	576	488.33112582781456
63182	573	484.82781456953643
63198	449	455.27152317880797
63219	263	420.4503311258278
63234	314	397.49006622516555
63240	311	388.7417218543046
63242	311	385.81456953642385
63256	334	368.317880794702
63260	327	363.6225165562914
63265	346	358.3377483443709
63269	337	355.1523178807947
63273	342	353.04635761589407
63281	379	349.47682119205297
63311	398	345.3841059602649
63315	397	342.0132450331126
63326	402	334.05298013245033
63340	387	319.4834437086093
63352	350	305.92715231788077
63354	329	303.1655629139073
63369	274	281.52317880794703
63371	264	278.58940397350995
63376	254	271.9139072847682
63404	168	238.2913907284768
63407	171	234.96026490066225
63415	170	226.8543046357616
63419	181	222.81456953642385
63423	177	218.60264900662253
63432	175	212.2251655629139
63440	177	210.96688741721854
63442	177	210.71523178807948
63456	212	213.7019867549669
63466	214	220.42384105960264
63468	215	222.0
63519	268	280.78145695364236
63529	305	295.3377483443709
63532	305	299.5364238410596
63537	285	306.4635761589404
63541	314	311.96026490066225
63544	314	316.1655629139073
63547	304	320.27152317880797
63554	302	329.4834437086093
63578	378	355.5629139072848
63581	375	357.7417218543046
63607	423	355.5496688741722
63613	422	351.3973509933775
63616	422	349.25165562913907
63628	419	339.36423841059604
63631	412	336.6423841059603
63638	408	327.5364238410596
63649	388	310.11920529801324
63691	195	223.94701986754967
63704	170	194.72185430463577
63722	102	155.88741721854305
63724	104	151.6953642384106
63893	105	89.31788079470199
63924	103	103.05960264900662
63950	121	111.5364238410596
63979	126	108.00662251655629
63981	121	107.74172185430463
63983	119	107.48344370860927
64000	117	106.80132450331126
64002	118	106.80794701986756
64072	103	95.37748344370861
64099	106	89.84105960264901
64114	102	88.79470198675497
65988	103	102.76158940397352
65995	107	107.09271523178808
66015	121	123.79470198675497
66017	123	125.50993377483444
66021	123	128.90066225165563
66033	127	138.36423841059602
66055	156	152.87417218543047
66071	178	162.65562913907286
66073	177	163.7682119205298
66079	186	167.26490066225165
66081	186	168.34437086092714
66093	181	173.95364238410596
66100	184	176.9933774834437
66103	184	178.2185430463576
66106	188	179.41059602649005
66108	188	180.05298013245033
66136	201	182.78807947019868
66138	200	182.841059602649
66148	190	182.05960264900662
66172	190	177.98675496688742
66175	184	177.56953642384107
66192	170	172.88741721854305
66210	164	164.91390728476821
66240	158	148.0794701986755
66285	121	119.00662251655629
66309	103	102.56291390728477
66676	138	139.19205298013244
66687	145	149.13245033112582
66692	138	154.57615894039736
66739	200	211.2980132450331
66744	202	219.19205298013244
66754	185	234.94701986754967
66763	240	249.12582781456953
66786	289	281.72185430463577
66791	291	287.63576158940396
66795	296	292.2317880794702
66797	297	294.49006622516555
66800	299	297.8543046357616
66823	367	319.07284768211923
66830	381	325.36423841059604
66832	383	326.9668874172185
66838	384	330.17218543046357
66860	367	331.0993377483444
66866	356	327.55629139072846
66873	356	322.2450331125828
66875	355	320.6754966887417
66881	345	315.27814569536423
66885	342	310.6225165562914
66902	322	287.1523178807947
66935	220	261.78145695364236
66956	162	264.74834437086093
66979	205	286.0662251655629
66993	272	305.9337748344371
66997	277	312.4370860927152
67014	307	344.7086092715232
67029	428	380.6225165562914
67049	505	431.49006622516555
67070	531	475.63576158940396
67073	529	480.95364238410593
67080	512	491.03973509933775
67083	511	495.3112582781457
67085	507	498.11920529801324
67101	548	514.8476821192053
67107	525	518.0993377483444
67110	539	519.9205298013245
67112	539	520.8807947019867
67115	522	522.2185430463576
67120	527	524.6953642384105
67122	526	525.8145695364238
67133	536	530.2185430463576
67143	559	532.2516556291391
67153	504	535.682119205298
67157	527	537.0264900662252
67159	528	537.5960264900663
67161	527	538.3377483443709
67164	520	539.7814569536424
67166	520	540.9271523178808
67170	501	542.5496688741722
67172	499	543.158940397351
67175	496	544.2384105960265
67182	529	547.8609271523179
67184	529	548.7350993377484
67186	525	549.4503311258278
67206	560	556.615894039735
67219	585	556.1456953642385
67223	582	554.6754966887418
67227	567	553.8476821192053
67229	567	553.6092715231788
67232	560	553.3774834437086
67237	567	553.5629139072847
67239	581	553.9668874172186
67241	590	554.3907284768212
67245	590	555.4039735099337
67248	597	556.4635761589404
67250	615	557.2582781456954
67257	600	560.3377483443709
67261	592	560.7284768211921
67263	593	561.2715231788079
67265	595	561.8940397350993
67273	585	564.1788079470199
67281	559	567.5099337748344
67292	525	573.6688741721854
67304	485	582.4834437086092
67311	533	590.0264900662252
67318	555	596.3774834437086
67320	553	598.2980132450331
67322	552	600.225165562914
67325	558	602.9668874172186
67327	565	604.7218543046357
67331	568	608.4437086092715
67339	571	616.4370860927153
67357	644	641.5430463576159
67365	638	655.4503311258278
67372	681	669.8675496688742
67375	688	676.8278145695364
67389	715	705.1986754966888
67397	738	716.7880794701987
67404	758	724.8874172185431
67407	758	727.8079470198676
67417	759	734.3708609271523
67420	765	734.8145695364238
67426	804	733.5099337748344
67431	789	731.5298013245033
67433	793	730.3973509933775
67435	805	729.2980132450331
67444	824	723.6556291390729
67446	834	721.7880794701987
67452	828	715.4701986754967
67462	802	700.5496688741722
67464	791	696.8741721854304
67474	742	679.0728476821192
67479	725	669.4503311258278
67508	551	601.2715231788079
67539	444	508.96026490066225
67544	458	496.2913907284768
67546	467	491.3576158940397
67550	457	481.79470198675494
67559	447	463.4172185430464
67585	350	435.7086092715232
67600	377	426.4569536423841
67605	373	424.17218543046357
67609	371	422.4701986754967
67615	398	421.25165562913907
67617	405	421.11920529801324
67620	396	420.55629139072846
67628	408	418.1920529801325
67641	442	412.49668874172187
67643	436	411.4039735099338
67645	439	410.317880794702
67662	457	403.80132450331126
67667	452	400.66887417218544
67677	447	391.26490066225165
67679	444	389.43046357615896
67685	435	384.6754966887417
67693	429	376.81456953642385
67697	427	373.02649006622516
67717	359	350.158940397351
67726	346	336.9867549668874
67728	348	333.89403973509934
67737	283	319.5165562913907
67742	264	311.1920529801325
67750	230	298.07284768211923
67756	255	287.97350993377484
67760	253	281.27814569536423
67762	252	277.95364238410593
67767	251	269.7417218543046
67774	256	258.3576158940397
67776	254	255.08609271523179
67779	245	250.33112582781456
67800	219	218.50331125827816
67842	184	160.56291390728478
68823	107	100.42384105960265
68826	107	101.78807947019868
68834	113	105.35099337748345
68874	123	123.43708609271523
68893	130	128.79470198675497
68900	139	130.9271523178808
68907	136	134.158940397351
68910	137	136.0662251655629
68918	143	141.56291390728478
68944	137	170.43708609271522
68946	137	173.08609271523179
68949	139	177.05298013245033
68953	138	182.32450331125827
68967	142	201.98013245033113
68986	206	227.80132450331126
69001	267	249.0
69017	318	271.0132450331126
69023	322	278.9867549668874
69078	354	331.21854304635764
69086	338	337.2582781456954
69088	342	338.89403973509934
69090	347	340.5430463576159
69100	338	349.52317880794703
69108	336	357.9867549668874
69111	326	361.1324503311258
69113	324	363.2251655629139
69117	332	367.6622516556291
69121	331	372.0794701986755
69124	321	375.1655629139073
69126	321	377.35099337748346
69135	278	386.63576158940396
69142	321	393.7549668874172
69144	346	395.88079470198676
69150	377	402.4569536423841
69153	378	405.96026490066225
69165	438	421.81456953642385
69167	444	424.3708609271523
69171	449	429.50993377483445
69192	508	455.2913907284768
69194	507	457.4569536423841
69202	505	465.8211920529801
69223	525	489.87417218543044
69226	528	491.3774834437086
69231	535	494.5496688741722
69234	543	495.9006622516556
69236	545	496.6026490066225
69241	540	497.50331125827813
69253	533	497.9801324503311
69258	525	497.3576158940397
69265	489	496.07284768211923
69267	488	495.7549668874172
69269	495	495.43046357615896
69277	484	494.0794701986755
69286	482	491.5629139072848
69297	471	489.12582781456956
69307	478	484.7086092715232
69310	471	483.56953642384104
69312	477	482.79470198675494
69318	437	480.6158940397351
69326	471	477.88079470198676
69328	471	477.1456953642384
69334	461	475.158940397351
69338	477	474.4370860927152
69348	477	473.9072847682119
69363	482	472.73509933774835
69366	482	472.3377483443709
69374	460	469.2450331125828
69390	488	456.317880794702
69405	479	443.18543046357615
69407	477	441.27814569536423
69416	485	431.79470198675494
69421	480	426.3774834437086
69424	480	423.05960264900665
69427	479	419.6887417218543
69430	476	416.49006622516555
69435	460	412.3245033112583
69438	454	409.27152317880797
69444	407	402.5165562913907
69446	409	400.3377483443709
69455	360	390.4834437086093
69459	332	385.78145695364236
69466	302	376.2384105960265
69476	340	360.82781456953643
69479	327	355.9801324503311
69512	322	291.95364238410593
69545	248	224.3841059602649
71813	399	408.4503311258278
71836	552	519.8675496688742
71841	574	543.5562913907285
71853	630	594.1788079470199
71870	720	659.5761589403974
71888	782	715.3708609271523
71896	810	736.8741721854304
71899	816	744.0529801324503
71907	802	762.2781456953643
71911	832	771.9536423841059
71913	831	776.682119205298
71915	822	781.1125827814569
71925	759	802.3443708609271
71935	783	821.2119205298013
71938	801	826.7814569536424
71943	837	835.3708609271523
71945	840	838.5562913907285
71947	850	841.8278145695364
71954	799	852.0927152317881
71958	796	857.7350993377484
71965	840	867.0860927152318
71968	842	871.2450331125827
71970	858	873.9139072847682
71972	859	876.5033112582781
71974	848	879.0264900662252
71988	902	894.1324503311258
71994	935	901.9072847682119
72004	897	916.9933774834437
72011	964	925.8741721854304
72015	963	931.0463576158941
72017	964	933.225165562914
72020	956	936.6688741721854
72025	966	942.066225165563
72030	964	948.5695364238411
72032	962	951.225165562914
72037	990	956.3509933774834
72039	983	957.9668874172186
72043	1002	961.4105960264901
72047	1005	965.4635761589404
72055	969	972.9867549668874
72057	965	974.4172185430464
72062	991	977.2649006622516
72069	1019	981.7417218543046
72072	1005	983.0927152317881
72083	979	989.3708609271523
72085	982	989.3509933774834
72088	996	989.1192052980133
72090	996	989.1192052980133
72092	988	989.1523178807947
72096	1019	988.7417218543046
72098	1005	988.4834437086092
72106	1000	986.9867549668874
72108	984	986.8344370860927
72112	950	986.3245033112582
72115	957	986.2185430463576
72120	1008	985.7880794701987
72123	1011	985.5827814569536
72126	1007	985.7880794701987
72130	985	986.4105960264901
72132	986	986.066225165563
72138	1009	983.7218543046357
72140	1004	982.615894039735
72142	1011	981.4569536423841
72144	1011	980.158940397351
72146	1004	978.5695364238411
72149	1000	976.1192052980133
72156	970	971.6490066225166
72159	962	969.2582781456954
72162	957	967.1059602649007
72166	967	964.0132450331126
72168	961	962.6225165562914
72172	939	958.4635761589404
72174	939	956.4701986754967
72177	932	953.8609271523179
72181	935	950.1920529801324
72190	986	944.7417218543046
72193	981	942.8609271523179
72203	986	934.6291390728477
72213	915	928.9933774834437
72217	924	925.7880794701987
72223	887	921.4172185430464
72237	881	909.2715231788079
72244	869	904.6291390728477
72258	877	895.2516556291391
72262	878	891.9933774834437
72267	874	887.205298013245
72270	871	884.0331125827814
72272	862	881.5496688741722
72277	904	875.4966887417219
72280	904	871.7880794701987
72285	916	866.0794701986755
72306	855	842.6887417218543
72309	861	839.3377483443709
72313	850	834.4370860927153
72320	860	825.7549668874173
72322	842	823.1721854304636
72330	841	813.1125827814569
72332	840	810.2516556291391
72343	828	792.5033112582781
72353	806	772.682119205298
72356	779	765.8741721854304
72358	772	761.1655629139073
72362	756	751.9867549668874
72372	748	729.7284768211921
72384	695	703.841059602649
72392	694	684.8476821192053
72401	680	663.158940397351
72406	660	651.0529801324503
72411	635	637.8807947019867
72418	622	618.7814569536424
72427	556	593.0860927152318
72430	562	584.4172185430464
72432	559	578.7549668874173
72444	556	547.3576158940398
72451	545	529.774834437086
72453	543	524.9801324503311
72459	509	511.81456953642385
72461	505	507.5827814569536
72463	503	503.41059602649005
72466	499	496.82781456953643
72469	494	490.2913907284768
72479	464	470.96026490066225
72487	447	456.21854304635764
72495	387	441.2582781456954
72498	377	436.11920529801324
72500	382	433.25165562913907
72502	382	430.3973509933775
72504	370	427.5298013245033
72511	360	416.8543046357616
72517	371	407.0
72521	375	400.6291390728477
72544	369	371.27152317880797
72547	373	367.8344370860927
72557	373	355.9006622516556
72576	341	339.6622516556291
72578	341	338.6291390728477
72586	331	335.3112582781457
72602	337	327.26490066225165
72606	337	325.95364238410593
72608	327	324.9668874172185
72620	321	319.3112582781457
72622	315	318.4039735099338
72628	289	315.27814569536423
72647	291	312.57615894039736
72678	303	314.0198675496689
72685	292	313.5364238410596
72691	299	313.841059602649
72697	303	313.33112582781456
72703	307	312.7549668874172
72711	336	314.03973509933775
72725	349	315.9867549668874
72730	349	316.2317880794702
72736	347	316.3245033112583
72754	319	317.3774834437086
72764	326	318.20529801324506
72768	308	318.4370860927152
72770	306	318.4569536423841
72782	304	318.50993377483445
72785	304	318.05960264900665
72795	312	314.89403973509934
72800	309	313.11920529801324
72809	300	309.78145695364236
72835	304	307.0066225165563
72839	317	307.3377483443709
72842	308	307.7615894039735
72849	309	309.5960264900662
72851	310	310.3377483443709
72853	311	311.112582781457
72856	313	312.12582781456956
72863	301	314.158940397351
72875	292	316.50331125827813
72883	296	316.50331125827813
72886	297	316.3973509933775
72891	299	315.8344370860927
72897	304	315.12582781456956
72900	313	314.65562913907286
72915	345	308.73509933774835
72918	344	307.5629139072848
72931	348	302.3245033112583
72935	347	300.2384105960265
72939	346	297.8211920529801
72944	337	295.05298013245033
72946	337	293.87417218543044
72967	292	281.4635761589404
72983	239	269.6158940397351
72988	249	264.86092715231786
72993	249	260.0066225165563
72998	252	255.13907284768212
73005	243	247.81456953642385
73019	206	232.01986754966887
73027	199	223.18543046357615
73034	206	216.5496688741722
73051	206	201.60264900662253
73055	204	199.0
73083	184	178.19205298013244
73085	179	176.7086092715232
73095	167	170.5562913907285
73100	168	167.66887417218544
73102	167	166.43708609271522
73130	150	147.17880794701986
73134	144	144.47682119205297
73140	142	140.59602649006624
73145	132	137.2185430463576
73150	123	133.7814569536424
73210	102	97.69536423841059
75128	146	133.3112582781457
75138	155	143.96026490066225
75140	155	145.88079470198676
75148	154	153.19867549668874
75158	160	161.34437086092714
75184	193	176.87417218543047
75192	212	179.73509933774835
75195	215	180.76158940397352
75199	224	181.96688741721854
75202	220	182.68211920529802
75214	206	185.32450331125827
75219	206	186.39735099337747
75224	204	187.33774834437085
75239	198	190.7748344370861
75246	188	192.50993377483445
75275	177	191.17880794701986
75286	181	188.83443708609272
75294	185	187.12582781456953
75306	194	184.88079470198676
75309	194	184.52980132450332
75327	189	182.28476821192052
75332	191	181.6953642384106
75353	186	185.88741721854305
75375	169	200.0794701986755
75381	180	205.40397350993376
75383	175	207.25165562913907
75392	174	217.3046357615894
75394	171	220.2185430463576
75402	163	233.0662251655629
75427	225	276.42384105960264
75443	308	307.25165562913907
75456	329	335.5430463576159
75473	425	371.3841059602649
75476	440	377.841059602649
75487	450	400.88079470198676
75490	456	406.56953642384104
75494	452	413.33112582781456
75500	467	421.27152317880797
75512	475	433.87417218543044
75523	500	440.21854304635764
75539	491	441.72847682119203
75545	485	441.1655629139073
75561	468	437.9072847682119
75563	467	437.89403973509934
75571	438	438.4701986754967
75577	410	439.0927152317881
75590	402	439.9337748344371
75593	379	439.50993377483445
75597	369	438.52317880794703
75607	349	435.9801324503311
75609	349	435.3973509933775
75612	340	434.63576158940396
75621	408	431.9072847682119
75625	410	430.29801324503313
75648	477	415.6622516556291
75654	480	412.97350993377484
75657	475	411.5430463576159
75668	467	406.8675496688742
75687	457	401.1324503311258
75704	406	397.35099337748346
75720	362	394.5496688741722
75727	342	394.0331125827815
75729	342	394.03973509933775
75734	334	394.4370860927152
75738	335	395.5298013245033
75750	309	400.07284768211923
75753	302	401.26490066225165
75758	314	404.158940397351
75761	328	406.0066225165563
75764	325	408.1324503311258
75766	333	409.66887417218544
75779	375	421.5364238410596
75783	379	425.72185430463577
75804	479	452.4569536423841
75839	567	480.34437086092714
75852	567	490.3708609271523
75854	567	492.682119205298
75873	543	516.4900662251656
75875	545	518.933774834437
75878	541	522.384105960265
75884	501	530.0331125827814
75888	466	534.205298013245
75890	454	536.2649006622516
75896	447	542.4304635761589
75898	438	544.6291390728477
75904	422	551.1125827814569
75906	418	552.9536423841059
75909	363	555.7682119205298
75917	380	562.9271523178808
75931	580	575.9933774834437
75951	645	592.7549668874173
75956	674	593.9072847682119
75960	674	595.1986754966888
75965	672	596.7483443708609
75971	693	599.0397350993378
75975	694	600.774834437086
75993	705	604.9072847682119
75995	706	604.7682119205298
75999	708	600.8807947019867
76032	565	542.2847682119206
76034	557	538.1655629139073
76039	526	527.5099337748344
76041	514	523.1854304635762
76045	515	514.6556291390729
76053	479	496.9867549668874
76062	381	477.4569536423841
76065	381	470.81456953642385
76067	379	466.28476821192055
76082	316	431.5827814569536
76084	339	426.9139072847682
76089	327	415.10596026490066
76095	315	401.3377483443709
76113	352	370.05960264900665
76115	349	367.2119205298013
76124	361	353.3907284768212
76142	361	326.5298013245033
76179	336	261.70198675496687
76495	495	517.476821192053
76498	496	524.8145695364238
76509	504	548.5629139072847
76511	527	552.5165562913908
76515	536	560.0132450331126
76523	502	573.9470198675497
76525	498	577.1125827814569
76532	530	587.9271523178808
76539	620	597.7483443708609
76544	622	603.5298013245033
76547	630	606.5298013245033
76550	624	609.4370860927153
76555	657	613.9933774834437
76557	659	615.5695364238411
76561	680	618.2980132450331
76563	685	619.384105960265
76565	684	620.3046357615895
76572	702	622.3774834437086
76580	708	621.6688741721854
76599	699	602.8013245033112
76603	697	598.1986754966888
76609	698	589.2516556291391
76614	672	577.841059602649
76617	669	570.794701986755
76661	370	515.1655629139073
76666	366	514.4437086092715
76671	340	514.9602649006622
76678	314	517.933774834437
76682	307	520.4900662251656
76688	236	524.7549668874173
76699	342	535.2913907284768
76711	448	550.1192052980133
76724	567	571.0927152317881
76732	644	587.9139072847682
76738	678	603.4105960264901
76741	695	611.225165562914
76751	767	637.2317880794702
76774	807	707.4834437086092
76780	815	720.0529801324503
76784	813	726.1192052980133
76789	814	733.2317880794702
76792	808	735.9602649006622
76794	793	737.8741721854304
76809	768	740.4370860927153
76813	776	739.1788079470199
76823	743	734.774834437086
76829	775	730.4635761589404
76832	777	727.7615894039735
76835	768	725.0927152317881
76838	740	722.3112582781457
76840	723	720.4437086092715
76843	753	717.4304635761589
76847	738	713.0264900662252
76850	720	709.6887417218543
76853	687	706.3046357615895
76863	674	694.0794701986755
76869	613	685.4172185430464
76877	611	672.5165562913908
76883	619	660.1192052980133
76890	638	644.8013245033112
76895	647	634.2980132450331
76899	656	625.8145695364238
76904	659	614.6026490066225
76926	642	558.4900662251656
76940	605	528.1721854304636
76947	556	516.4039735099337
76949	551	513.1854304635762
76958	459	499.72185430463577
76963	442	492.1523178807947
76965	438	488.9867549668874
76972	423	477.841059602649
76975	411	472.80132450331126
76981	392	462.17218543046357
76990	360	446.50993377483445
76993	371	441.36423841059604
76998	360	433.26490066225165
77000	365	430.0198675496689
77002	366	426.7549668874172
77009	347	415.2119205298013
77020	360	398.7417218543046
77029	389	387.9933774834437
77032	394	385.89403973509934
77035	388	383.56953642384104
77046	402	375.21854304635764
77070	399	354.3708609271523
77086	388	337.7417218543046
77095	372	328.65562913907286
77104	360	321.7880794701987
77123	306	308.81456953642385
77161	184	300.3841059602649
77167	175	299.86092715231786
77180	281	299.0794701986755
77189	278	299.72185430463577
77236	369	332.3973509933775
77240	371	336.4834437086093
77250	358	341.27814569536423
77266	337	342.1655629139073
77274	355	342.6291390728477
77286	361	341.86092715231786
77291	359	341.2450331125828
77296	355	340.4701986754967
77307	354	339.28476821192055
77324	286	335.5364238410596
77326	286	335.41059602649005
77328	275	335.2251655629139
77330	272	335.0662251655629
77354	328	335.4569536423841
77365	340	335.6622516556291
77368	344	335.4370860927152
77380	346	334.9072847682119
77382	346	334.8675496688742
77390	320	335.5298013245033
77398	351	338.3907284768212
77411	352	343.6622516556291
77413	355	344.3046357615894
77417	350	345.2384105960265
77419	346	345.66887417218544
